1437833_at	Ltbp3
1437834_s_at	Pacsin3
1437835_a_at	Aar2
1437836_x_at	Aar2
1437837_x_at	Poldip3
1437838_x_at	Grsf1
1437839_x_at	Mrpl11
1437840_s_at	D2hgdh
1437841_x_at	Csdc2
1437842_at	Plcxd1
1437843_s_at	Nupl1
1437844_x_at	Cog1 
1437845_x_at	Pofut2
1437846_x_at	Bace2
1437847_x_at	Rbmx
1437848_x_at	Adpgk
1437849_x_at	Armcx2
1437850_a_at	Cnbp
1437851_x_at	Rnps1
1437852_x_at	Cpsf3
1437853_x_at	Ndn
1437855_at	Map4
1437856_at	Ipmk
1437857_at	Dpy19l3
1437858_at	Dpy19l3
1437859_x_at	Eif5a
1437860_at	Prkce
1437861_s_at	Prkce
1437862_at	Rbm25
1437863_at	Bche
1437864_at	Adipor2
1437865_at	Spata13
1437866_at	Dusp18
1437868_at	Fam46a
1437869_at	Ppp2r3a
1437870_at	Slco4c1
1437871_at	Pgm5
1437872_at	Napepld
1437873_at	Zfp799
1437874_s_at	Hexb
1437875_at	Bicd2
1437876_at	Il20rb
1437877_at	Ttc14
1437878_s_at	Ttc14
1437879_at	Alg10b
1437880_at	Skor1
1437883_s_at	Pan3
1437884_at	Arl5b
1437886_at	Klhl6
1437887_at	Samd5
1437888_at	Wnk1
1437889_x_at	Bgn
1437890_at	Btbd17
1437891_at	Frs2
1437892_at	Zkscan3
1437893_at	Plb1
1437894_at	Prox1
1437895_at	Ano8
1437897_at	Klhl21
1437898_at	C920009B18Rik
1437899_at	Lyg2
1437900_at	4930523C07Rik
1437901_a_at	Vps41
1437902_s_at	Rarres2
1437903_at	Lox
1437904_at	Rbm45
1437905_at	Txnl1
1437906_x_at	Txnl1
1437907_a_at	Tbca
1437908_a_at	Ergic1
1437909_at	Tmem265
1437910_at	Tmem39b
1437911_at	Zfp944
1437912_at	Iqsec3
1437913_at	Bcl2a1a 
1437914_at	E2f6
1437915_at	Tom1l2
1437918_at	4930539E08Rik
1437919_at	Bdp1
1437920_at	Epha5
1437921_x_at	Zfp516
1437922_at	Mrpl42
1437923_at	Csnk1a1
1437924_at	Son
1437926_at	Xpnpep3
1437927_at	Dlg2
1437928_at	Pcdh12
1437929_at	Dact2
1437930_at	Colgalt2
1437931_at	Tlr12
1437932_a_at	Cldn1
1437933_at	Hhip
1437934_at	Tia1
1437935_at	Mei4
1437936_at	Ccdc160
1437937_at	Ackr2
1437938_x_at	Dnm2
1437939_s_at	Ctsc
1437940_at	Apba1
1437941_at	Phka2
1437942_x_at	Tube1
1437943_s_at	Mea1
1437944_at	Shc2
1437945_x_at	Gm4204 
1437946_x_at	Rapgef3
1437947_x_at	Vdac1
1437948_x_at	Eif3l
1437949_x_at	Rnf114
1437950_at	Fam149a
1437951_at	Dis3l2
1437952_at	AU040096
1437953_at	Gpcpd1
1437954_at	Heatr4
1437955_at	Ubqlnl
1437956_at	Pik3r6
1437958_at	Xpr1
1437959_at	Zfp324
1437960_at	Capn13
1437961_x_at	Unc119b
1437962_at	Cct8l1
1437963_at	Gm4258
1437964_at	Nxph2
1437965_at	Heatr1
1437966_at	Prrt3
1437967_at	Ccdc141
1437968_at	Grin1
1437969_s_at	Tsr3
1437970_at	Dnaaf5
1437971_at	Skiv2l2
1437972_s_at	Sf3b5
1437973_at	Lingo2
1437974_a_at	Hk1
1437975_a_at	Gm8290 
1437976_x_at	Gm8290 
1437977_at	Sgtb
1437981_x_at	Ldah
1437982_x_at	Cox15
1437983_at	Sall1
1437984_x_at	Ddx39b
1437985_a_at	2310061I04Rik
1437986_x_at	Fuk
1437987_at	Arhgap5
1437988_x_at	1700003E24Rik 
1437989_at	Pde8b
1437990_x_at	Hbb-bh1
1437991_x_at	Rusc1
1437992_x_at	Gja1
1437993_x_at	LOC102643271 
1437994_x_at	Mier2
1437995_x_at	Sept7
1437996_s_at	Cnpy1
1437997_x_at	LOC102643207 
1437998_at	Ap1s2
1437999_x_at	Pigq
1438000_x_at	Zfp622
1438001_x_at	Reep5
1438003_at	Papd7
1438004_at	Papd7
1438005_at	Slc25a40
1438006_at	Gid4
1438007_at	Fam19a2
1438008_at	Gga3
1438009_at	Hist1h2ao 
1438010_at	Tmem201
1438011_at	Pcyt1a
1438012_at	Ppm1l
1438013_x_at	Dhx32
1438015_at	Dkc1
1438016_at	Dkc1
1438017_at	Rusc1
1438018_at	Hook1
1438019_at	Ippk
1438020_at	Hapln1
1438021_at	Rbm47
1438022_at	Rab11fip3
1438023_at	Spata6
1438024_at	Mcur1
1438025_at	Mtrf1l
1438026_at	Zfp560
1438027_at	Gbp9
1438028_at	Rprd2
1438029_at	Rprd2
1438030_at	Rasgrp3
1438031_at	Rasgrp3
1438032_at	Lrch1
1438033_at	Tef
1438034_at	Rmdn1
1438035_at	Rmdn2
1438036_x_at	Rmdn2
1438037_at	Herc6
1438038_at	4930402H24Rik
1438039_at	Hectd1
1438040_a_at	Hsp90b1
1438041_at	Pde7a
1438042_at	Shox2
1438044_at	1700047M11Rik
1438045_at	Eea1
1438046_at	AU019823
1438047_at	Zfp384
1438048_at	Myct1
1438049_at	Gm26853
1438051_at	Ttc14
1438054_x_at	Ppp2r2c
1438055_at	Rarres1
1438056_x_at	Abcc5
1438057_at	Gria2
1438058_s_at	Ptov1
1438059_at	Ctxn3
1438060_at	Npas3
1438061_at	4930523C07Rik
1438062_at	Rsf1
1438063_at	Mphosph9
1438064_at	Ybx1
1438065_at	Rprd1a
1438066_at	Gtf2b
1438067_at	Nf1
1438069_a_at	Rbm5
1438070_at	Phf3
1438071_at	Pms1
1438072_at	2310067E19Rik
1438073_at	Spry3
1438074_at	Igsf23
1438075_at	Fem1c
1438076_at	Gm5481 
1438077_at	Nlrp4a
1438078_at	Dgke
1438079_at	Zfp867
1438080_at	Mrpl11
1438081_at	Mcc
1438082_at	Tmem206
1438083_at	Hhip
1438085_at	Heatr5b
1438086_at	Npy6r
1438087_at	Tpmt
1438088_at	Kcnk10
1438089_a_at	Bclaf1
1438090_x_at	Ankrd54
1438091_a_at	H2afz
1438092_x_at	H2afz
1438093_x_at	Dbi
1438094_x_at	Ola1
1438096_a_at	Dtymk
1438097_at	Rab20
1438098_at	Dlgap1
1438099_at	Trio
1438101_at	Fzd3
1438102_at	Senp8
1438103_at	Pcdhgc4
1438105_at	March10
1438106_at	Pcdhb21
1438107_x_at	BB236558
1438108_at	Plekhm3
1438109_at	Clca2
1438110_at	Zbtb1
1438111_at	Pvrl1
1438112_at	9430021M05Rik
1438113_at	Zmat4
1438114_x_at	Efs
1438115_a_at	Slc9a3r1
1438116_x_at	Slc9a3r1
1438117_x_at	Tmem41b
1438118_x_at	Vim
1438119_at	Itgb1
1438120_x_at	Irak1
1438121_at	Sec24a
1438122_at	Bbof1
1438124_at	Vmn2r-ps115 
1438126_at	Exoc5
1438127_at	Prrc2c
1438128_at	Gm12500
1438129_at	Wsb2
1438130_at	Taf15
1438131_at	Fbxw2
1438132_at	Gm5089
1438133_a_at	Cyr61
1438134_at	Pcdh10
1438136_at	Astl
1438138_a_at	Pex6
1438139_at	Arhgap28
1438140_a_at	Zfp64
1438141_at	Lactbl1
1438142_s_at	Cdhr4
1438143_s_at	Atxn2
1438144_x_at	Atxn2
1438145_at	Spty2d1
1438146_x_at	Spty2d1
1438147_at	Ssc4d
1438148_at	Cxcl3
1438149_at	Pif1
1438150_at	Fdps
1438151_x_at	Zdhhc14
1438152_at	Gpaa1
1438153_x_at	Coq10a
1438154_x_at	Faap20
1438155_x_at	Pigo
1438156_x_at	Cpt1a
1438157_s_at	Nfkbia
1438158_at	Agbl4
1438159_x_at	Ndufv2
1438160_x_at	Slco4a1
1438161_s_at	Rfc4
1438162_x_at	Gm4871
1438163_x_at	Rhbdd2
1438164_x_at	Flot2
1438165_x_at	Vat1
1438166_x_at	Ndufs4
1438167_x_at	Flcn
1438168_x_at	Ddx39
1438169_a_at	Frmd4b
1438170_x_at	Adrm1
1438171_x_at	Mettl9
1438172_x_at	Eri2
1438173_x_at	Pmf1
1438174_x_at	Ppp2r1a
1438175_x_at	Myom2
1438176_x_at	Snap47
1438177_x_at	Entpd4 
1438178_x_at	Atad3a
1438179_s_at	Elp2
1438180_x_at	Hax1
1438181_x_at	Tm2d2
1438182_x_at	Asb6
1438183_x_at	Sord
1438184_a_at	Ankef1
1438187_at	Slc25a29
1438188_x_at	Slc25a29
1438189_s_at	Dmtn
1438190_x_at	Tpbpa
1438191_a_at	Rnf40
1438192_s_at	Baz2a
1438193_at	Nrxn3
1438194_at	Slc1a2
1438195_at	Gpd1l
1438196_at	Gpd1l
1438197_at	Vezt
1438198_at	Bri3bp
1438199_at	Smim19
1438200_at	Sulf1
1438201_at	Pdp1
1438202_at	Fam109b
1438203_at	Scarf2
1438204_at	Hist1h1c
1438205_at	Vps51
1438206_a_at	Sys1
1438207_at	Gbf1
1438208_at	Taok2
1438209_at	4632404H12Rik
1438210_at	Gpr149
1438211_s_at	Dbp
1438212_at	Usp37
1438213_at	A830018L16Rik
1438214_at	Trps1
1438215_at	Srsf3
1438217_at	Rbfox1
1438218_at	Zbtb24
1438219_at	Pura
1438220_at	Foxj3
1438221_at	Fam126b
1438222_at	D2Ertd612e
1438224_at	Zswim5
1438225_x_at	Tram1
1438226_at	AU022252
1438227_at	She
1438228_at	4930452B06Rik
1438229_at	Pggt1b
1438230_at	Pggt1b
1438231_at	Foxp2
1438232_at	Foxp2
1438233_at	Fam178a
1438234_at	Wdr26
1438235_at	Crlf3
1438236_at	Nfia
1438237_at	Gm13242 
1438238_at	2010315B03Rik
1438239_at	Mid1
1438240_at	Ccin
1438241_at	Rgma
1438242_at	Usp40
1438243_at	Rps6ka4
1438244_at	Nfib
1438246_at	Csnk1g1
1438247_at	Klhl15
1438248_at	Pcsk5
1438249_at	Usp7
1438250_s_at	Ak6 
1438251_x_at	Htra1
1438252_at	Qsox1
1438253_at	Ssh1
1438254_at	Mcmbp
1438255_at	Foxn3
1438256_at	Eif5a2
1438258_at	Vldlr
1438260_at	Kcnq2
1438261_at	Cited4
1438262_at	Slc8a2
1438263_at	9430020K01Rik
1438264_a_at	Tpp2
1438266_at	Adamtsl5
1438267_x_at	Rnps1
1438268_at	Rc3h2
1438269_at	Zbtb38
1438270_at	AI846148
1438271_at	Lpp
1438272_at	Csmd3
1438273_at	Btbd18
1438274_at	Ikzf4
1438275_at	C130046K22Rik
1438277_at	E130308A19Rik
1438278_a_at	Cwc22
1438279_at	Dpp4
1438280_at	Smkr-ps
1438281_x_at	Smkr-ps
1438282_at	Syt1
1438283_at	3110057O12Rik
1438284_at	Ocrl
1438285_at	Ube2d-ps
1438286_at	Otud7a
1438287_x_at	Ddx39
1438289_a_at	Sumo1
1438290_x_at	Sftpc
1438291_x_at	Gm12967
1438292_x_at	Adk
1438293_at	Tchp
1438294_at	Atxn1
1438296_at	Slc2a4rg-ps
1438297_at	AA545190
1438298_a_at	Sept12
1438299_at	Gm36348 
1438300_at	Cdkn2aip
1438303_at	Tgfb2
1438304_at	Cxxc4
1438305_at	Rims1
1438306_at	Rnf180
1438307_at	Hmgb2
1438308_at	Agbl4
1438309_at	Acvr1c
1438310_at	Dgkh
1438311_at	Ifit1bl2
1438312_s_at	Ltbp3
1438313_at	Rab30
1438314_at	Cdk16
1438315_x_at	Akr7a5
1438316_a_at	Ccdc102a
1438317_a_at	Endog
1438318_x_at	Ngdn
1438319_x_at	Fastkd2
1438320_s_at	Mcm7
1438321_x_at	Fam63a
1438322_x_at	Fdft1
1438323_at	Gm38999 
1438324_at	9330182L06Rik
1438325_at	Mecom
1438326_at	Trmt6
1438327_at	Zfp385b
1438328_at	Hcfc2
1438329_at	Tlr12
1438330_at	BC065397
1438332_at	Slc22a6
1438333_at	Prtg
1438335_at	B3gntl1
1438337_x_at	Tmprss11g
1438339_at	Fancd2
1438340_at	Zfp385c
1438341_at	Tgm4
1438342_at	Pced1a
1438343_at	0610037L13Rik
1438344_at	Plppr5
1438346_at	4930525G20Rik
1438347_at	Clrn1
1438348_x_at	Ccbl1
1438349_at	Zfp229
1438350_at	Adgrg2
1438351_at	Msx2
1438354_x_at	Cnn3
1438355_at	Syndig1l
1438356_x_at	4933432K03Rik
1438357_at	Pfdn5
1438358_x_at	Pfdn5
1438359_at	Smlr1
1438360_x_at	Slc25a5
1438361_at	2310035C23Rik
1438362_x_at	2310035C23Rik
1438363_at	Pnmal2
1438364_x_at	Ang4
1438365_x_at	Laptm4b
1438366_x_at	Clcn3
1438367_x_at	Ddr1
1438368_a_at	Matr3
1438369_x_at	Emc4
1438370_x_at	Cbarp
1438371_x_at	Ddx5
1438372_at	Myom2
1438373_at	App
1438374_x_at	App
1438375_at	Fbln2
1438376_s_at	Trim27
1438377_x_at	Slc13a3
1438378_at	Med9os
1438379_x_at	Aagab
1438380_at	Ddx47
1438381_x_at	Ddx47
1438382_x_at	Urgcp
1438383_x_at	Ppp2r1a
1438384_at	Spanxn4
1438385_s_at	Gpt2
1438386_x_at	Mat2a
1438387_x_at	Top3b
1438388_at	Nxph1
1438389_x_at	Acly
1438390_s_at	Pttg1
1438391_x_at	Hsd17b10
1438393_at	Gm19325
1438394_x_at	Krt4
1438395_at	Ak4
1438396_at	Ocrl
1438397_a_at	Rbm39
1438398_at	Rbm39
1438399_at	Pex5l
1438400_at	Kansl3
1438401_at	Ubn1
1438402_at	Fam171a1
1438403_s_at	Malat1
1438404_at	Rnf144a
1438405_at	Fgf7
1438406_at	Scarf2
1438407_at	Dsel
1438408_at	Sowahb
1438409_at	Cep63
1438410_at	Prtg
1438411_at	Hcar1
1438412_at	Jade1
1438413_at	Senp7
1438414_at	Fkrp
1438415_s_at	Yipf2
1438416_at	Med16
1438417_at	Pwwp2b
1438418_at	Ap5m1
1438420_at	Rbm39
1438421_at	Pvrl1
1438422_at	Lrrc20
1438423_at	Ssbp2
1438424_at	Ntn3 
1438425_at	Gtf3c1
1438426_at	Shisa4
1438427_at	Fam120b
1438428_at	Jph1
1438431_at	Abcd2
1438433_at	Whamm
1438434_at	Arhgap11a
1438435_at	Acer3
1438436_at	Soga3
1438437_a_at	4933439C10Rik
1438438_at	Rilpl1
1438439_at	Gpr171
1438440_at	Drosha
1438442_at	Sike1
1438443_at	Zbtb20
1438444_at	Spink10
1438445_at	Lrrc8e
1438446_x_at	Inpp5k
1438447_at	Ddx11
1438448_at	Otop1
1438449_at	Cdc42bpa
1438450_at	Lin7a
1438451_at	Arhgap32
1438452_at	Nebl
1438453_at	Rad51c
1438454_at	Pten
1438455_at	Pabpc4l
1438456_at	H13
1438457_at	Dact3
1438458_a_at	Sfpq
1438459_x_at	Sfpq
1438460_at	Zmym4
1438461_at	Khdrbs1
1438462_x_at	Khdrbs1
1438463_x_at	Zdhhc6
1438464_at	Arid4a
1438465_at	Zfp950
1438466_at	Dnah7b
1438467_at	Mgl2
1438468_at	Gm13102 
1438469_at	Bcorl1
1438470_at	Socs2
1438472_at	Tmem8
1438473_at	Arl15
1438474_at	Ankrd35
1438475_at	AB124611
1438476_a_at	Chd4
1438477_a_at	Mcee
1438478_a_at	Ppp3ca
1438479_at	Zfp213
1438480_a_at	Thyn1
1438481_at	Prpf4
1438482_at	Wwp2
1438483_at	Nos1
1438484_at	Ado
1438485_at	Arhgef40
1438486_at	Tssk4
1438487_s_at	Zzz3
1438488_at	Esd
1438490_at	Slc39a14
1438491_x_at	Zfp729a
1438492_at	Socs7
1438493_at	Pld6
1438494_at	Hrh1
1438495_at	Top1
1438496_a_at	Ddx26b
1438497_at	Mfsd8
1438498_at	Zmynd15
1438499_at	1700029I15Rik
1438500_at	Prrt3
1438501_at	Rps17
1438502_x_at	Rps17
1438503_x_at	Edf1
1438504_x_at	Tm7sf3
1438505_s_at	Drosha
1438506_s_at	Abi1
1438507_x_at	Rpl14 
1438509_at	Psme3
1438510_a_at	Hars
1438511_a_at	Rgcc
1438512_at	BC048679
1438513_at	Tatdn1
1438514_at	Npc1l1
1438517_at	Wwox
1438518_at	9930021J03Rik
1438520_at	Slc25a36
1438521_at	Gm38491
1438522_at	Pom121l12
1438523_x_at	Srrm4
1438524_x_at	Pnrc1
1438526_at	Gpr158
1438527_at	Gm5879 
1438529_at	Tmem201
1438530_at	Tfpi
1438531_at	Kif26b
1438532_at	Hmcn1
1438533_at	Myo9b
1438534_x_at	BC004004
1438535_at	Phip
1438536_at	5830411N06Rik
1438538_at	Mecp2
1438540_at	Col25a1
1438544_at	1700001G11Rik
1438545_at	Slc25a5
1438546_x_at	Slc25a5
1438547_x_at	Tor2a
1438548_x_at	Rhbdd3
1438549_a_at	Srr
1438550_x_at	Srr
1438551_at	Neurog1
1438552_x_at	Zyx
1438553_x_at	4930453N24Rik
1438554_x_at	Eif4h
1438555_x_at	Muc4
1438556_a_at	Tmod3
1438557_x_at	Dnpep
1438558_x_at	Foxq1
1438559_x_at	Slc44a2
1438560_x_at	Cct4
1438561_x_at	Tmem180
1438562_a_at	Ptpn2
1438563_s_at	Mrps24
1438564_at	Fancf
1438565_at	A830010M20Rik
1438566_at	St8sia6
1438567_at	Vwa2
1438568_at	Mrgpre
1438569_at	Ccdc38
1438571_at	Bub1
1438572_at	Csmd3
1438573_at	Rmi1
1438574_at	Gpr152
1438575_a_at	Kantr
1438576_x_at	Kantr
1438577_at	Inpp4b
1438578_a_at	Btbd10
1438579_at	Utp14b
1438580_at	Zcchc7
1438581_at	Specc1l
1438582_at	Actr5
1438583_at	Ern1
1438584_at	Spata31d1d
1438585_at	Syne2
1438586_at	Tbx22
1438587_at	Fam71a
1438588_at	Plagl1
1438589_at	Igsf1
1438590_at	Rapgef3
1438591_at	Strada
1438593_at	Zfp638
1438595_at	Prr22
1438596_at	1500017E21Rik
1438597_x_at	Morf4l1 
1438598_at	Shc2
1438600_at	Cks1brt
1438601_at	Pkmyt1
1438602_s_at	Masp1
1438603_x_at	Masp1
1438604_at	Atp8b3
1438606_a_at	Clic4
1438607_at	Zdhhc19
1438608_at	Tnni2
1438609_x_at	Tnni2
1438610_a_at	Cryz
1438611_at	Tuba3b
1438612_a_at	Clps
1438613_at	Kcna4
1438615_x_at	Sapcd2
1438616_x_at	Svs5
1438617_at	Serpina7
1438618_at	AI507597
1438619_x_at	Zdhhc14
1438620_x_at	Sfrp1
1438621_x_at	Axl
1438622_x_at	Tubb4b 
1438623_x_at	Gm9840 
1438624_x_at	Hs3st2
1438625_s_at	Cdk16
1438626_x_at	Rpl14 
1438627_x_at	Pgd
1438628_x_at	Cntn3
1438629_x_at	Grn
1438630_x_at	Mat2a
1438631_x_at	Ttc13
1438632_x_at	Tnp1
1438633_x_at	Lasp1
1438634_x_at	Lasp1
1438635_x_at	B930041F14Rik
1438636_s_at	Susd5
1438637_x_at	Sf3b2
1438638_x_at	Dennd6b
1438639_x_at	Exoc3l2
1438640_x_at	Pgk1
1438641_x_at	Fam57b
1438642_at	Fam227b
1438644_x_at	Commd9
1438645_x_at	Bace2
1438646_x_at	2510039O18Rik
1438647_x_at	Cetn2
1438648_x_at	Gkn3
1438649_x_at	Pebp1
1438650_x_at	Gja1
1438651_a_at	Aplnr
1438652_x_at	Pigq
1438653_x_at	Atxn10
1438654_x_at	Mmd2
1438655_a_at	Gm4705 
1438656_x_at	Timm17b
1438657_x_at	Gm13363 
1438658_a_at	S1pr3
1438659_x_at	Chchd6
1438660_at	Gcnt2
1438661_a_at	Arf2
1438662_at	Ajap1
1438663_at	Prrc2c
1438664_at	Prkar2b
1438665_at	Smpd3
1438666_at	Ldlrad3
1438667_at	Sybu
1438668_x_at	Atxn2l
1438669_at	Dcaf12
1438670_at	Ptpn1
1438671_at	Ppp2r2c
1438672_at	Parvb
1438673_at	Slc4a7
1438674_a_at	Sfswap
1438675_at	Sfswap
1438676_at	Gbp6
1438677_at	Pkp4
1438678_at	1500011K16Rik
1438679_at	Trim8
1438680_at	Auts2
1438681_at	Alkbh1 
1438682_at	Pik3r1
1438683_at	Wasf2
1438684_at	Nuak1
1438685_at	Gm12942 
1438686_at	Eif4g1
1438687_at	Lax1
1438688_at	Srrm2
1438689_at	Zfp784
1438690_at	Tyms
1438691_at	Zzef1
1438692_at	Gtf3c4
1438693_at	Tmem110
1438694_at	Csn1s2a
1438695_at	Ube3a
1438696_at	Edn3
1438697_at	Tmem132c
1438698_at	Tmem132c
1438699_at	Srd5a1
1438700_at	Fnbp4
1438701_at	Bicd1
1438702_at	Flrt2
1438703_at	Ankrd26
1438704_at	Trim63
1438705_at	Cbfa2t3
1438706_at	Brinp2
1438707_at	Atp13a4
1438708_x_at	Ywhab
1438709_at	Wipi1
1438710_at	Htr1a
1438711_at	Pklr
1438712_at	Dennd2d
1438713_at	Rassf8
1438715_at	Ccdc102a
1438716_at	Trim30d
1438717_a_at	Osbpl6
1438718_at	Fgf9
1438719_at	Map3k2
1438720_at	9330159F19Rik
1438721_a_at	Irf3
1438722_at	Inafm1
1438723_a_at	Rps10 
1438724_at	Osbpl3
1438725_at	Med13
1438726_at	Mical2
1438727_at	Dcaf10
1438728_at	Nif3l1
1438729_at	Sox1
1438730_at	Nav1
1438731_at	Sgsh
1438732_at	Nhsl2
1438733_at	Zfp689
1438734_at	A530016L24Rik
1438735_at	Rsf1
1438736_at	Thoc2
1438737_at	Zic3
1438740_at	Nmt2
1438741_at	Tti2
1438742_at	Zfp629
1438743_at	Cyp7a1
1438744_at	Asb7
1438745_at	Gm10638
1438746_at	A530058N18Rik
1438748_at	Cacul1
1438749_at	Fuz
1438750_at	Atrx
1438751_at	Slc30a10
1438755_at	C80068
1438756_at	Ankrd29
1438757_at	Zfp850
1438758_at	Adi1
1438759_x_at	Adi1
1438760_x_at	Adam15
1438761_a_at	Odc1
1438763_at	Dnah2
1438764_at	Anxa7
1438765_at	Dhx33
1438766_at	Pnrc2
1438767_at	Osm
1438769_a_at	Thyn1
1438770_at	Gm266
1438771_at	Brd1
1438772_at	Zfp367
1438773_at	Steap2
1438774_s_at	Pgm2l1
1438776_x_at	Gm14586 
1438777_a_at	Brat1
1438778_at	Gm40841
1438779_at	Col4a3
1438780_at	Stx1b
1438781_at	Tet2
1438782_at	Cntn4
1438784_at	Bcl11b
1438785_at	Enpp6
1438787_at	Zscan10
1438789_s_at	Dpysl3
1438790_x_at	Tmem41b
1438791_at	1700016P04Rik
1438792_at	Ergic1
1438793_x_at	Ergic1
1438794_x_at	LOC102642137 
1438796_at	Nr4a3
1438797_at	Chst7
1438798_at	4931406P16Rik
1438799_at	Dlx6os1
1438801_at	Dnm3
1438802_at	Foxp1
1438803_s_at	Snx16
1438804_at	Sept10
1438805_at	Ccnd3
1438806_at	Bcl9l
1438807_at	Hnrnpr
1438808_at	Trp53
1438809_at	Atp5c1
1438811_at	Dlgap5
1438812_x_at	Usp19
1438813_at	Gm19395
1438816_at	Ahctf1
1438817_at	Dna2
1438818_at	Nmd3
1438819_at	Nab1
1438820_at	Rnf17
1438821_at	Rfwd2
1438824_at	Slc20a1
1438825_at	Calm3
1438826_x_at	Calm3
1438827_at	Gls
1438828_at	Rapgef6
1438829_at	Rnf165
1438830_at	Gm10512
1438832_x_at	Dhx30
1438833_at	Casc5
1438834_at	Mospd2
1438835_a_at	Eftud2
1438836_at	Eftud2
1438838_at	Ftx
1438839_a_at	Ywhae
1438840_x_at	Apoa1
1438841_s_at	Arg2
1438842_at	Mtch2
1438843_x_at	Mtch2
1438844_x_at	Spata5
1438845_at	Ip6k1
1438846_x_at	Ip6k1
1438847_at	Mxd3
1438849_at	Krt78
1438850_at	Cldn1
1438851_x_at	Cldn1
1438852_x_at	Mcm6
1438853_x_at	Ddx54
1438854_x_at	Pitpnm1
1438855_x_at	Tnfaip2
1438856_x_at	Serpinb5
1438857_x_at	Irak1
1438858_x_at	H2-Aa
1438859_x_at	Rps29
1438860_a_at	Slc44a2
1438861_at	Bnc2
1438863_at	A530079E22Rik
1438865_at	H13
1438866_at	Grin3a
1438867_at	Gm1070
1438868_at	Phf11c 
1438869_at	4930515G01Rik
1438872_at	Triml1
1438873_at	Zfp389
1438874_at	Nme7
1438875_at	Zfp616
1438877_at	Trpm6
1438881_at	Vezt
1438883_at	Fgf5
1438884_at	Shisa3
1438885_at	Nmbr
1438886_at	Heyl
1438887_a_at	Gmcl1
1438888_at	Gmcl1
1438889_at	Pcdh11x
1438890_at	Kdm2a
1438893_at	5530601H04Rik
1438897_at	Zdhhc3
1438899_at	Klf17
1438901_at	Mettl22
1438902_a_at	Hsp90aa1
1438903_at	Maea
1438904_at	Nhsl1
1438905_x_at	R3hdm4
1438908_at	Map3k12
1438909_at	Sccpdh
1438910_a_at	Stom
1438912_at	Hdgfrp2
1438913_x_at	Hdgfrp2
1438914_at	Tmem206
1438915_at	Firre
1438916_x_at	Firre
1438917_x_at	Nup62
1438918_at	Fdft1
1438919_x_at	Fdft1
1438920_x_at	Cr1l
1438921_at	Atr
1438922_x_at	Slc25a5
1438923_at	Fibp
1438924_x_at	Fibp
1438925_x_at	Atp6v0c 
1438926_at	Rpl36a-ps2
1438927_x_at	Gm8290 
1438928_x_at	Ninj1
1438930_s_at	Mecp2
1438931_s_at	Sesn1
1438932_at	Rasgrp2
1438933_x_at	Rasgrp2
1438934_x_at	Sema4a
1438936_s_at	Ang
1438937_x_at	Ang
1438938_x_at	Phb2
1438939_x_at	Ndn
1438940_x_at	Hmgn1 
1438941_x_at	Ampd2
1438942_x_at	Tgm2
1438943_x_at	Rpn1
1438945_x_at	Gja1
1438946_at	Pdgfra
1438947_x_at	Sema3f
1438948_x_at	Tspo
1438949_at	Ric8
1438950_x_at	Ric8
1438951_x_at	Nup54
1438952_x_at	Tarbp2
1438953_at	Figf
1438954_x_at	Figf
1438955_x_at	Ppif
1438956_x_at	Pim3
1438957_x_at	Cds2
1438958_x_at	Fkbp1a
1438961_s_at	Blmh
1438962_s_at	Ddx31
1438963_s_at	Tfpt
1438964_x_at	Tfpt
1438966_x_at	Fmod
1438967_x_at	Amhr2
1438968_x_at	Spint2
1438969_x_at	Dhx30
1438970_x_at	Clhc1
1438971_x_at	Ube2h
1438973_x_at	Gja1
1438974_x_at	Pitpnm1
1438975_x_at	Zdhhc14
1438976_x_at	Mat2a
1438977_x_at	LOC102641332 
1438978_x_at	Ndn
1438979_s_at	1700029I15Rik
1438980_x_at	Pm20d1
1438982_s_at	Flywch2
1438983_x_at	Vipas39
1438984_x_at	Psmb4
1438985_x_at	Otud5
1438986_x_at	Gm14586 
1438987_at	Fam71d
1438988_x_at	Hn1
1438989_s_at	Cdh6
1438990_x_at	Iqcf3
1438991_x_at	Ppp2r1a
1438992_x_at	Atf4
1438993_a_at	Atp6v1d
1438994_at	Hyal5
1438996_at	Sel1l2
1438999_a_at	Nfat5
1439000_at	Acsbg2
1439001_at	6030419C18Rik
1439002_s_at	Prl3d1 
1439003_s_at	Ccdc7b 
1439004_at	Rps6ka5
1439006_x_at	Tmem255a
1439007_at	Alg6
1439008_at	Zfp319
1439009_at	Gnl3l
1439010_at	Larp4
1439012_a_at	Dck
1439013_x_at	Acyp1
1439014_at	Mb21d2
1439015_at	Gfra1
1439016_x_at	Sprr2a1 
1439017_x_at	Adipor1
1439018_at	Fhdc1
1439019_at	Fras1
1439020_at	Gcfc2
1439021_at	Acap3
1439022_at	Phactr1
1439023_at	Ddx55
1439024_at	Bag4
1439025_at	Zfp446
1439027_at	Naa25
1439028_at	Ufm1
1439029_at	Gpt2
1439030_at	Gmppb
1439031_at	Jph4
1439032_at	Haus2
1439033_at	Zcchc7
1439034_at	Spn
1439035_at	Zfp322a
1439036_a_at	Atp1b1
1439037_at	Ddx17
1439038_at	Khnyn
1439039_at	Tmem104
1439040_at	Cenpe
1439041_at	Slc39a10
1439042_at	Adcyap1r1
1439043_at	Tra2a
1439044_at	Zfp354c
